101,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800075250,2016/07/18 12:28:06,2016/07/20 00:00:00,AUD,6350.82,AUD,6350.82,A,,,,BEN,160720,2016-07-18T12:28:06.000000000-05:00,2016-07-18T17:28:06.000000000+00:00,2016/07/18 17:28:06,WFB,ANZ,REQUEST
102,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800065890,2016/07/18 12:32:26,2016/07/20 00:00:00,AUD,12701.64,USD,10000.00,A,,,,BEN,160720,2016-07-18T12:32:26.000000000-05:00,2016-07-18T17:32:26.000000000+00:00,2016/07/18 17:32:26,WFB,ANZ,REQUEST
101c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800075250,2016/07/18 12:33:06,2016/07/20 00:00:00,AUD,6350.82,AUD,6350.82,A,,,,BEN,160720,2016-07-18T12:33:06.000000000-05:00,2016-07-18T17:33:06.000000000+00:00,2016/07/18 17:33:06,WFB,ANZ,CONFIRM
103,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800076760,2016/07/18 12:33:40,2016/07/20 00:00:00,AUD,9881.00,AUD,9881.00,D,,,,BEN,160720,2016-07-18T12:33:40.000000000-05:00,2016-07-18T17:33:40.000000000+00:00,2016/07/18 17:33:40,WFB,ANZ,REQUEST
102c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800065890,2016/07/18 12:37:26,2016/07/20 00:00:00,AUD,12701.64,USD,10000.00,A,,,,BEN,160720,2016-07-18T12:37:26.000000000-05:00,2016-07-18T17:37:26.000000000+00:00,2016/07/18 17:37:26,WFB,ANZ,CONFIRM
103c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800076760,2016/07/18 12:38:40,2016/07/20 00:00:00,AUD,9881.00,AUD,9881.00,D,,,,BEN,160720,2016-07-18T12:38:40.000000000-05:00,2016-07-18T17:38:40.000000000+00:00,2016/07/18 17:38:40,WFB,ANZ,CONFIRM
106,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800078740,2016/07/18 12:49:43,2016/07/20 00:00:00,AUD,639.27,AUD,639.27,D,,,,BEN,160720,2016-07-18T12:49:43.000000000-05:00,2016-07-18T17:49:43.000000000+00:00,2016/07/18 17:49:43,WFB,ANZ,REQUEST
106c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800078740,2016/07/18 12:54:43,2016/07/20 00:00:00,AUD,639.27,AUD,639.27,D,,,,BEN,160720,2016-07-18T12:54:43.000000000-05:00,2016-07-18T17:54:43.000000000+00:00,2016/07/18 17:54:43,WFB,ANZ,CONFIRM
110,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800098000,2016/07/18 13:51:42,2016/07/20 00:00:00,AUD,3341.22,AUD,3341.22,D,,,,SHA,160720,2016-07-18T13:51:42.000000000-05:00,2016-07-18T18:51:42.000000000+00:00,2016/07/18 18:51:42,WFB,ANZ,REQUEST
110c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800098000,2016/07/18 13:56:42,2016/07/20 00:00:00,AUD,3341.22,AUD,3341.22,D,,,,SHA,160720,2016-07-18T13:56:42.000000000-05:00,2016-07-18T18:56:42.000000000+00:00,2016/07/18 18:56:42,WFB,ANZ,CONFIRM
112,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800107800,2016/07/18 14:24:09,2016/07/20 00:00:00,AUD,10230.18,USD,8000.00,D,,,,OUR,160720,2016-07-18T14:24:09.000000000-05:00,2016-07-18T19:24:09.000000000+00:00,2016/07/18 19:24:09,WFB,ANZ,REQUEST
112c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800107800,2016/07/18 14:29:09,2016/07/20 00:00:00,AUD,10230.18,USD,8000.00,D,,,,OUR,160720,2016-07-18T14:29:09.000000000-05:00,2016-07-18T19:29:09.000000000+00:00,2016/07/18 19:29:09,WFB,ANZ,CONFIRM
113,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800100460,2016/07/18 14:45:04,2016/07/19 00:00:00,AUD,6322.71,AUD,6322.71,A,,,,BEN,160719,2016-07-18T14:45:04.000000000-05:00,2016-07-18T19:45:04.000000000+00:00,2016/07/18 19:45:04,WFB,ANZ,REQUEST
113c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800100460,2016/07/18 14:50:04,2016/07/19 00:00:00,AUD,6322.71,AUD,6322.71,A,,,,BEN,160719,2016-07-18T14:50:04.000000000-05:00,2016-07-18T19:50:04.000000000+00:00,2016/07/18 19:50:04,WFB,ANZ,CONFIRM
115,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800116640,2016/07/18 15:01:18,2016/07/20 00:00:00,AUD,1143.15,AUD,1143.15,D,,,,BEN,160720,2016-07-18T15:01:18.000000000-05:00,2016-07-18T20:01:18.000000000+00:00,2016/07/18 20:01:18,WFB,ANZ,REQUEST
115c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800116640,2016/07/18 15:06:18,2016/07/20 00:00:00,AUD,1143.15,AUD,1143.15,D,,,,BEN,160720,2016-07-18T15:06:18.000000000-05:00,2016-07-18T20:06:18.000000000+00:00,2016/07/18 20:06:18,WFB,ANZ,CONFIRM
117,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800126940,2016/07/18 15:34:53,2016/07/20 00:00:00,AUD,1000.00,AUD,1000.00,A,,,,BEN,160720,2016-07-18T15:34:53.000000000-05:00,2016-07-18T20:34:53.000000000+00:00,2016/07/18 20:34:53,WFB,ANZ,REQUEST
117c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800126940,2016/07/18 15:39:53,2016/07/20 00:00:00,AUD,1000.00,AUD,1000.00,A,,,,BEN,160720,2016-07-18T15:39:53.000000000-05:00,2016-07-18T20:39:53.000000000+00:00,2016/07/18 20:39:53,WFB,ANZ,CONFIRM
118,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800127710,2016/07/18 15:44:36,2016/07/20 00:00:00,AUD,3398.41,AUD,3398.41,A,,,,BEN,160720,2016-07-18T15:44:36.000000000-05:00,2016-07-18T20:44:36.000000000+00:00,2016/07/18 20:44:36,WFB,ANZ,REQUEST
119,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800129870,2016/07/18 15:46:53,2016/07/20 00:00:00,AUD,5080.66,AUD,5080.66,A,,,,BEN,160720,2016-07-18T15:46:53.000000000-05:00,2016-07-18T20:46:53.000000000+00:00,2016/07/18 20:46:53,WFB,ANZ,REQUEST
118c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800127710,2016/07/18 15:49:36,2016/07/20 00:00:00,AUD,3398.41,AUD,3398.41,A,,,,BEN,160720,2016-07-18T15:49:36.000000000-05:00,2016-07-18T20:49:36.000000000+00:00,2016/07/18 20:49:36,WFB,ANZ,CONFIRM
119c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800129870,2016/07/18 15:51:53,2016/07/20 00:00:00,AUD,5080.66,AUD,5080.66,A,,,,BEN,160720,2016-07-18T15:51:53.000000000-05:00,2016-07-18T20:51:53.000000000+00:00,2016/07/18 20:51:53,WFB,ANZ,CONFIRM
121,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800143890,2016/07/18 16:35:42,2016/07/20 00:00:00,AUD,8700.00,AUD,8700.00,A,,,,BEN,160720,2016-07-18T16:35:42.000000000-05:00,2016-07-18T21:35:42.000000000+00:00,2016/07/18 21:35:42,WFB,ANZ,REQUEST
121c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800143890,2016/07/18 16:40:42,2016/07/20 00:00:00,AUD,8700.00,AUD,8700.00,A,,,,BEN,160720,2016-07-18T16:40:42.000000000-05:00,2016-07-18T21:40:42.000000000+00:00,2016/07/18 21:40:42,WFB,ANZ,CONFIRM
123,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800101760,2016/07/18 17:03:34,2016/07/20 00:00:00,AUD,1000.00,AUD,1000.00,,,,,SHA,160720,2016-07-18T17:03:34.000000000-05:00,2016-07-18T22:03:34.000000000+00:00,2016/07/18 22:03:34,WFB,ANZ,REQUEST
123c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800101760,2016/07/18 17:08:34,2016/07/20 00:00:00,AUD,1000.00,AUD,1000.00,,,,,SHA,160720,2016-07-18T17:08:34.000000000-05:00,2016-07-18T22:08:34.000000000+00:00,2016/07/18 22:08:34,WFB,ANZ,CONFIRM
126,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800151340,2016/07/18 17:31:02,2016/07/20 00:00:00,AUD,6349.21,AUD,6349.21,,,,,BEN,160720,2016-07-18T17:31:02.000000000-05:00,2016-07-18T22:31:02.000000000+00:00,2016/07/18 22:31:02,WFB,ANZ,REQUEST
126c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800151340,2016/07/18 17:36:02,2016/07/20 00:00:00,AUD,6349.21,AUD,6349.21,,,,,BEN,160720,2016-07-18T17:36:02.000000000-05:00,2016-07-18T22:36:02.000000000+00:00,2016/07/18 22:36:02,WFB,ANZ,CONFIRM
178,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800161900,2016/07/19 06:29:44,2016/07/21 00:00:00,AUD,1237.53,AUD,1237.53,D,,,,SHA,160721,2016-07-19T06:29:44.000000000-05:00,2016-07-19T11:29:44.000000000+00:00,2016/07/19 11:29:44,WFB,ANZ,REQUEST
178c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071800161900,2016/07/19 06:34:44,2016/07/21 00:00:00,AUD,1237.53,AUD,1237.53,D,,,,SHA,160721,2016-07-19T06:34:44.000000000-05:00,2016-07-19T11:34:44.000000000+00:00,2016/07/19 11:34:44,WFB,ANZ,CONFIRM
187,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900059620,2016/07/19 11:27:07,2016/07/21 00:00:00,AUD,8413.94,AUD,8413.94,,,,,BEN,160721,2016-07-19T11:27:07.000000000-05:00,2016-07-19T16:27:07.000000000+00:00,2016/07/19 16:27:07,WFB,ANZ,REQUEST
187c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900059620,2016/07/19 11:32:07,2016/07/21 00:00:00,AUD,8413.94,AUD,8413.94,,,,,BEN,160721,2016-07-19T11:32:07.000000000-05:00,2016-07-19T16:32:07.000000000+00:00,2016/07/19 16:32:07,WFB,ANZ,CONFIRM
190,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900086650,2016/07/19 13:17:55,2016/07/21 00:00:00,AUD,2500.00,AUD,2500.00,A,,,,BEN,160721,2016-07-19T13:17:55.000000000-05:00,2016-07-19T18:17:55.000000000+00:00,2016/07/19 18:17:55,WFB,ANZ,REQUEST
190c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900086650,2016/07/19 13:22:55,2016/07/21 00:00:00,AUD,2500.00,AUD,2500.00,A,,,,BEN,160721,2016-07-19T13:22:55.000000000-05:00,2016-07-19T18:22:55.000000000+00:00,2016/07/19 18:22:55,WFB,ANZ,CONFIRM
191,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900092000,2016/07/19 13:40:48,2016/07/21 00:00:00,AUD,3068.76,USD,2400.00,,,,,OUR,160721,2016-07-19T13:40:48.000000000-05:00,2016-07-19T18:40:48.000000000+00:00,2016/07/19 18:40:48,WFB,ANZ,REQUEST
191c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900092000,2016/07/19 13:45:48,2016/07/21 00:00:00,AUD,3068.76,USD,2400.00,,,,,OUR,160721,2016-07-19T13:45:48.000000000-05:00,2016-07-19T18:45:48.000000000+00:00,2016/07/19 18:45:48,WFB,ANZ,CONFIRM
193,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900106490,2016/07/19 14:52:15,2016/07/21 00:00:00,AUD,64794.00,AUD,64794.00,D,,,,OUR,160721,2016-07-19T14:52:15.000000000-05:00,2016-07-19T19:52:15.000000000+00:00,2016/07/19 19:52:15,WFB,ANZ,REQUEST
193c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900106490,2016/07/19 14:57:15,2016/07/21 00:00:00,AUD,64794.00,AUD,64794.00,D,,,,OUR,160721,2016-07-19T14:57:15.000000000-05:00,2016-07-19T19:57:15.000000000+00:00,2016/07/19 19:57:15,WFB,ANZ,CONFIRM
197,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900120480,2016/07/19 15:44:00,2016/07/21 00:00:00,AUD,1740.00,AUD,1740.00,A,,,,SHA,160721,2016-07-19T15:44:00.000000000-05:00,2016-07-19T20:44:00.000000000+00:00,2016/07/19 20:44:00,WFB,ANZ,REQUEST
197c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900120480,2016/07/19 15:49:00,2016/07/21 00:00:00,AUD,1740.00,AUD,1740.00,A,,,,SHA,160721,2016-07-19T15:49:00.000000000-05:00,2016-07-19T20:49:00.000000000+00:00,2016/07/19 20:49:00,WFB,ANZ,CONFIRM
198,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900128800,2016/07/19 16:17:44,2016/07/20 00:00:00,AUD,2185.04,AUD,2185.04,,,,,OUR,160720,2016-07-19T16:17:44.000000000-05:00,2016-07-19T21:17:44.000000000+00:00,2016/07/19 21:17:44,WFB,ANZ,REQUEST
198c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900128800,2016/07/19 16:22:44,2016/07/20 00:00:00,AUD,2185.04,AUD,2185.04,,,,,OUR,160720,2016-07-19T16:22:44.000000000-05:00,2016-07-19T21:22:44.000000000+00:00,2016/07/19 21:22:44,WFB,ANZ,CONFIRM
200,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900133950,2016/07/19 16:29:57,2016/07/21 00:00:00,AUD,2600.00,AUD,2600.00,A,,,,BEN,160721,2016-07-19T16:29:57.000000000-05:00,2016-07-19T21:29:57.000000000+00:00,2016/07/19 21:29:57,WFB,ANZ,REQUEST
200c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900133950,2016/07/19 16:34:57,2016/07/21 00:00:00,AUD,2600.00,AUD,2600.00,A,,,,BEN,160721,2016-07-19T16:34:57.000000000-05:00,2016-07-19T21:34:57.000000000+00:00,2016/07/19 21:34:57,WFB,ANZ,CONFIRM
204,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900144090,2016/07/19 17:08:11,2016/07/21 00:00:00,AUD,2000.00,AUD,2000.00,A,,,,BEN,160721,2016-07-19T17:08:11.000000000-05:00,2016-07-19T22:08:11.000000000+00:00,2016/07/19 22:08:11,WFB,ANZ,REQUEST
204c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900144090,2016/07/19 17:13:11,2016/07/21 00:00:00,AUD,2000.00,AUD,2000.00,A,,,,BEN,160721,2016-07-19T17:13:11.000000000-05:00,2016-07-19T22:13:11.000000000+00:00,2016/07/19 22:13:11,WFB,ANZ,CONFIRM
288,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900149460,2016/07/20 06:31:40,2016/07/22 00:00:00,AUD,12650.00,AUD,12650.00,D,,,,SHA,160722,2016-07-20T06:31:40.000000000-05:00,2016-07-20T11:31:40.000000000+00:00,2016/07/20 11:31:40,WFB,ANZ,REQUEST
288c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016071900149460,2016/07/20 06:36:40,2016/07/22 00:00:00,AUD,12650.00,AUD,12650.00,D,,,,SHA,160722,2016-07-20T06:36:40.000000000-05:00,2016-07-20T11:36:40.000000000+00:00,2016/07/20 11:36:40,WFB,ANZ,CONFIRM
296,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047630,2016/07/20 10:12:49,2016/07/22 00:00:00,AUD,16151.39,USD,12158.77,A,,,,OUR,160722,2016-07-20T10:12:49.000000000-05:00,2016-07-20T15:12:49.000000000+00:00,2016/07/20 15:12:49,WFB,ANZ,REQUEST
297,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047810,2016/07/20 10:13:21,2016/07/22 00:00:00,AUD,33033.38,USD,24867.53,A,,,,OUR,160722,2016-07-20T10:13:21.000000000-05:00,2016-07-20T15:13:21.000000000+00:00,2016/07/20 15:13:21,WFB,ANZ,REQUEST
298,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047940,2016/07/20 10:13:55,2016/07/22 00:00:00,AUD,11448.44,USD,8619.53,A,,,,OUR,160722,2016-07-20T10:13:55.000000000-05:00,2016-07-20T15:13:55.000000000+00:00,2016/07/20 15:13:55,WFB,ANZ,REQUEST
296c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047630,2016/07/20 10:17:49,2016/07/22 00:00:00,AUD,16151.39,USD,12158.77,A,,,,OUR,160722,2016-07-20T10:17:49.000000000-05:00,2016-07-20T15:17:49.000000000+00:00,2016/07/20 15:17:49,WFB,ANZ,CONFIRM
297c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047810,2016/07/20 10:18:21,2016/07/22 00:00:00,AUD,33033.38,USD,24867.53,A,,,,OUR,160722,2016-07-20T10:18:21.000000000-05:00,2016-07-20T15:18:21.000000000+00:00,2016/07/20 15:18:21,WFB,ANZ,CONFIRM
298c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000047940,2016/07/20 10:18:55,2016/07/22 00:00:00,AUD,11448.44,USD,8619.53,A,,,,OUR,160722,2016-07-20T10:18:55.000000000-05:00,2016-07-20T15:18:55.000000000+00:00,2016/07/20 15:18:55,WFB,ANZ,CONFIRM
300,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000045060,2016/07/20 10:28:18,2016/07/21 00:00:00,AUD,190.00,AUD,190.00,,,,,BEN,160721,2016-07-20T10:28:18.000000000-05:00,2016-07-20T15:28:18.000000000+00:00,2016/07/20 15:28:18,WFB,ANZ,REQUEST
300c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000045060,2016/07/20 10:33:18,2016/07/21 00:00:00,AUD,190.00,AUD,190.00,,,,,BEN,160721,2016-07-20T10:33:18.000000000-05:00,2016-07-20T15:33:18.000000000+00:00,2016/07/20 15:33:18,WFB,ANZ,CONFIRM
301,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000062000,2016/07/20 11:40:16,2016/07/22 00:00:00,AUD,4572.24,AUD,4572.24,A,,,,OUR,160722,2016-07-20T11:40:16.000000000-05:00,2016-07-20T16:40:16.000000000+00:00,2016/07/20 16:40:16,WFB,ANZ,REQUEST
301c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000062000,2016/07/20 11:45:16,2016/07/22 00:00:00,AUD,4572.24,AUD,4572.24,A,,,,OUR,160722,2016-07-20T11:45:16.000000000-05:00,2016-07-20T16:45:16.000000000+00:00,2016/07/20 16:45:16,WFB,ANZ,CONFIRM
302,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000073700,2016/07/20 12:08:48,2016/07/22 00:00:00,AUD,5128.86,AUD,5128.86,A,,,,BEN,160722,2016-07-20T12:08:48.000000000-05:00,2016-07-20T17:08:48.000000000+00:00,2016/07/20 17:08:48,WFB,ANZ,REQUEST
302c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000073700,2016/07/20 12:13:48,2016/07/22 00:00:00,AUD,5128.86,AUD,5128.86,A,,,,BEN,160722,2016-07-20T12:13:48.000000000-05:00,2016-07-20T17:13:48.000000000+00:00,2016/07/20 17:13:48,WFB,ANZ,CONFIRM
303,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000077750,2016/07/20 12:34:00,2016/07/22 00:00:00,AUD,3436.06,AUD,3436.06,D,,,,SHA,160722,2016-07-20T12:34:00.000000000-05:00,2016-07-20T17:34:00.000000000+00:00,2016/07/20 17:34:00,WFB,ANZ,REQUEST
303c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000077750,2016/07/20 12:39:00,2016/07/22 00:00:00,AUD,3436.06,AUD,3436.06,D,,,,SHA,160722,2016-07-20T12:39:00.000000000-05:00,2016-07-20T17:39:00.000000000+00:00,2016/07/20 17:39:00,WFB,ANZ,CONFIRM
304,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000085350,2016/07/20 12:56:46,2016/07/22 00:00:00,AUD,2564.43,AUD,2564.43,A,,,,BEN,160722,2016-07-20T12:56:46.000000000-05:00,2016-07-20T17:56:46.000000000+00:00,2016/07/20 17:56:46,WFB,ANZ,REQUEST
304c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000085350,2016/07/20 13:01:46,2016/07/22 00:00:00,AUD,2564.43,AUD,2564.43,A,,,,BEN,160722,2016-07-20T13:01:46.000000000-05:00,2016-07-20T18:01:46.000000000+00:00,2016/07/20 18:01:46,WFB,ANZ,CONFIRM
305,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000087560,2016/07/20 13:06:11,2016/07/22 00:00:00,AUD,17487.74,AUD,17487.74,A,,,,BEN,160722,2016-07-20T13:06:11.000000000-05:00,2016-07-20T18:06:11.000000000+00:00,2016/07/20 18:06:11,WFB,ANZ,REQUEST
305c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000087560,2016/07/20 13:11:11,2016/07/22 00:00:00,AUD,17487.74,AUD,17487.74,A,,,,BEN,160722,2016-07-20T13:11:11.000000000-05:00,2016-07-20T18:11:11.000000000+00:00,2016/07/20 18:11:11,WFB,ANZ,CONFIRM
306,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000085230,2016/07/20 13:12:06,2016/07/22 00:00:00,AUD,1307.29,AUD,1307.29,D,,,,OUR,160722,2016-07-20T13:12:06.000000000-05:00,2016-07-20T18:12:06.000000000+00:00,2016/07/20 18:12:06,WFB,ANZ,REQUEST
306c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000085230,2016/07/20 13:17:06,2016/07/22 00:00:00,AUD,1307.29,AUD,1307.29,D,,,,OUR,160722,2016-07-20T13:17:06.000000000-05:00,2016-07-20T18:17:06.000000000+00:00,2016/07/20 18:17:06,WFB,ANZ,CONFIRM
307,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000099030,2016/07/20 13:51:43,2016/07/22 00:00:00,AUD,1460.00,USD,1129.31,D,,,,OUR,160722,2016-07-20T13:51:43.000000000-05:00,2016-07-20T18:51:43.000000000+00:00,2016/07/20 18:51:43,WFB,ANZ,REQUEST
307c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000099030,2016/07/20 13:56:43,2016/07/22 00:00:00,AUD,1460.00,USD,1129.31,D,,,,OUR,160722,2016-07-20T13:56:43.000000000-05:00,2016-07-20T18:56:43.000000000+00:00,2016/07/20 18:56:43,WFB,ANZ,CONFIRM
308,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000100270,2016/07/20 13:57:06,2016/07/22 00:00:00,AUD,6000.00,USD,4607.40,D,,,,OUR,160722,2016-07-20T13:57:06.000000000-05:00,2016-07-20T18:57:06.000000000+00:00,2016/07/20 18:57:06,WFB,ANZ,REQUEST
308c,103,WFBIUS6SXXX,ANZBAU3MXXX,2016072000100270,2016/07/20 14:02:06,2016/07/22 00:00:00,AUD,6000.00,USD,4607.40,D,,,,OUR,160722,2016-07-20T14:02:06.000000000-05:00,2016-07-20T19:02:06.000000000+00:00,2016/07/20 19:02:06,WFB,ANZ,CONFIRM
